UF,id,Cidade,Status,Observações,Falhas
BA,ba_barra_da_estiva,Barra da Estiva,True,,
BA,ba_queimadas,Queimadas,True,,
BA,ba_formosa_do_rio_preto,Formosa do Rio Preto,True,,
BA,ba_lapao,Lapão,False,BaseUrl não funciona,
BA,ba_sobradinho,Sobradinho,True,,
BA,ba_anage,Anagé,True,,
PE,pe_recife,Recife,True,,
PE,pe_jaboatao_dos_guararapes,Jaboatão dos Guararapes,False,SpiderType não funciona como o esperado,
PE,pe_petrolina,Petrolina,True,,
PE,pe_caruaru,Caruaru,True,,
PE,pe_olinda,Olinda,True,,
PE,pe_paulista,Paulista,True,,
PE,pe_cabo_de_santo_agostinho,Cabo de Santo Agostinho,True,,
PE,pe_camaragibe,Camaragibe,True,,
PE,pe_garanhuns,Garanhuns,True,,
PE,pe_vitoria_de_santo_antao,Vitória de Santo Antão,True,,
PE,pe_igarassu,Igarassu,True,,
PE,pe_sao_lourenco_da_mata,São Lourenço da Mata,True,,
PE,pe_ipojuca,Ipojuca,True,,
PE,pe_abreu_e_lima,Abreu e Lima,True,,
PE,pe_santa_cruz_do_capibaribe,Santa Cruz do Capibaribe,True,,
PE,pe_serra_talhada,Serra Talhada,True,,
PE,pe_gravata,Gravatá,True,,
PE,pe_araripina,Araripina,False,BaseUrl não funciona,
PE,pe_goiana,Goiana,True,,
PE,pe_belo_jardim,Belo Jardim,True,,
PE,pe_carpina,Carpina,True,,
PE,pe_arcoverde,Arcoverde,True,,
PE,pe_ouricuri,Ouricuri,True,,
PE,pe_surubim,Surubim,True,,
PE,pe_pesqueira,Pesqueira,False,BaseUrl não funciona,
PE,pe_salgueiro,Salgueiro,True,,
PE,pe_bezerros,Bezerros,True,,
PE,pe_escada,Escada,True,,
PE,pe_paudalho,Paudalho,True,,
PE,pe_limoeiro,Limoeiro,True,,
PE,pe_moreno,Moreno,True,,
PE,pe_palmares,Palmares,True,,
PE,pe_buique,Buíque,True,,
PE,pe_sao_bento_do_una,São Bento do Una,True,,
PE,pe_brejo_da_madre_de_deus,Brejo da Madre de Deus,True,,
PE,pe_timbauba,Timbaúba,False,BaseUrl não funciona,
PE,pe_bom_conselho,Bom Conselho,False,BaseUrl não funciona,
PE,pe_aguas_belas,Águas Belas,True,,
PE,pe_toritama,Toritama,True,,
PE,pe_santa_maria_da_boa_vista,Santa Maria da Boa Vista,True,,
PE,pe_afogados_da_ingazeira,Afogados da Ingazeira,True,,
PE,pe_barreiros,Barreiros,False,BaseUrl não funciona,
PE,pe_lajedo,Lajedo,False,BaseUrl não funciona,
PE,pe_custodia,Custódia,False,BaseUrl não funciona,
PE,pe_bom_jardim,Bom Jardim,True,,
PE,pe_sirinhaem,Sirinhaém,True,,
PE,pe_bonito,Bonito,True,,
PE,pe_sao_caetano,São Caetano,True,,
PE,pe_alianca,Aliança,True,,
PE,pe_itambe,Itambé,True,,
PE,pe_sao_jose_do_belmonte,São José do Belmonte,True,,
PE,pe_bodoco,Bodocó,True,,
PE,pe_petrolandia,Petrolândia,True,,
PE,pe_ribeirao,Ribeirão,True,,
PE,pe_sertania,Sertânia,False,BaseUrl não funciona,
PE,pe_itaiba,Itaíba,True,,
PE,pe_catende,Catende,False,BaseUrl não funciona,
PE,pe_exu,Exu,True,,
PE,pe_sao_jose_do_egito,São José do Egito,True,,
PE,pe_nazare_da_mata,Nazaré da Mata,True,,
PE,pe_trindade,Trindade,True,,
PE,pe_cabrobo,Cabrobó,True,,
PE,pe_floresta,Floresta,True,,
PE,pe_gloria_do_goita,Glória do Goitá,True,,
PE,pe_ipubi,Ipubi,True,,
PE,pe_caetes,Caetés,True,,
PE,pe_passira,Passira,True,,
PE,pe_itapissuma,Itapissuma,True,,
PE,pe_joao_alfredo,João Alfredo,True,,
PE,pe_tabira,Tabira,True,,
PE,pe_pombos,Pombos,True,,
PE,pe_tupanatinga,Tupanatinga,True,,
PE,pe_ibimirim,Ibimirim,True,,
PE,pe_agua_preta,Água Preta,True,,
PE,pe_vicencia,Vicência,True,,
PE,pe_inaja,Inajá,False,BaseUrl não funciona,
CE,ce_fortaleza,Fortaleza,False,captcha challenge error,
CE,ce_caucaia,Caucaia,True,,
CE,ce_juazeiro_do_norte,Juazeiro do Norte,True,,
CE,ce_maracanau,Maracanaú,False,BaseUrl não funciona,
CE,ce_sobral,Sobral,True,,
CE,ce_itapipoca,Itapipoca,False,BaseUrl não funciona,
CE,ce_crato,Crato,True,,
CE,ce_maranguape,Maranguape,True,,
CE,ce_iguatu,Iguatu,True,,
CE,ce_quixada,Quixadá,True,,
CE,ce_quixeramobim,Quixeramobim,True,,
CE,ce_pacatuba,Pacatuba,True,,
CE,ce_tiangua,Tianguá,True,,
CE,ce_aquiraz,Aquiraz,True,,
CE,ce_crateus,Crateús,True,,
CE,ce_aracati,Aracati,True,,
CE,ce_barbalha,Barbalha,True,,
CE,ce_horizonte,Horizonte,True,,
CE,ce_caninde,Canindé,True,,
CE,ce_eusebio,Eusébio,True,,
CE,ce_russas,Russas,True,,
CE,ce_cascavel,Cascavel,True,,
CE,ce_pacajus,Pacajus,True,,
CE,ce_acarau,Acaraú,True,,
CE,ce_itaitinga,Itaitinga,True,,
CE,ce_ico,Icó,True,,
CE,ce_camocim,Camocim,False,Spider não está funcionando como deveria,
CE,ce_morada_nova,Morada Nova,True,,
CE,ce_taua,Tauá,True,,
CE,ce_vicosa_do_ceara,Viçosa do Ceará,True,,
CE,ce_limoeiro_do_norte,Limoeiro do Norte,True,,
CE,ce_trairi,Trairi,True,,
CE,ce_sao_goncalo_do_amarante,São Gonçalo do Amarante,True,,
CE,ce_granja,Granja,True,,
CE,ce_beberibe,Beberibe,True,,
CE,ce_brejo_santo,Brejo Santo,True,,
CE,ce_boa_viagem,Boa Viagem,True,,
CE,ce_sao_benedito,São Benedito,True,,
CE,ce_itapaje,Itapajé,True,,
CE,ce_mauriti,Mauriti,True,,
CE,ce_acopiara,Acopiara,True,,
CE,ce_itarema,Itarema,True,,
CE,ce_amontada,Amontada,True,,
CE,ce_guaraciaba_do_norte,Guaraciaba do Norte,True,,
CE,ce_ipu,Ipu,True,,
CE,ce_pedra_branca,Pedra Branca,True,,
CE,ce_santa_quiteria,Santa Quitéria,True,,
CE,ce_varzea_alegre,Várzea Alegre,True,,
CE,ce_paracuru,Paracuru,True,,
CE,e_pentecoste,Pentecoste,True,,
CE,ce_mombaca,Mombaça,True,,
CE,ce_massape,Massapê,True,,
CE,ce_missao_velha,Missão Velha,True,,
CE,ce_ipueiras,Ipueiras,True,,
CE,ce_baturite,Baturité,True,,
CE,ce_jaguaribe,Jaguaribe,True,,
CE,ce_bela_cruz,Bela Cruz,True,,
CE,ce_ubajara,Ubajara,True,,
CE,ce_paraipaba,Paraipaba,True,,
CE,ce_jaguaruana,Jaguaruana,True,,
CE,ce_parambu,Parambu,True,,
CE,ce_lavras_da_mangabeira,Lavras da Mangabeira,True,,
CE,ce_nova_russas,Nova Russas,True,,
CE,ce_tabuleiro_do_norte,Tabuleiro do Norte,True,,
CE,ce_santana_do_acarau,Santana do Acaraú,True,,
CE,ce_cruz,Cruz,False,BaseUrl não funciona,
CE,ce_novo_oriente,Novo Oriente,True,,
CE,ce_jardim,Jardim,True,,
CE,ce_redencao,Redenção,True,,
CE,ce_caririacu,Caririaçu,True,,
CE,ce_milagres,Milagres,True,,
CE,ce_marco,Marco,True,,
CE,ce_jijoca_de_jericoacoara,Jijoca de Jericoacoara,True,,
CE,ce_aracoiaba,Aracoiaba,True,,
MA,ma_sao_luis,São Luís,True,,
MA,ma_imperatriz,Imperatriz,True,,
MA,ma_sao_jose_de_ribamar,São José de Ribamar,True,,
MA,ma_timon,Timon,True,,
MA,ma_caxias,Caxias,True,,
MA,ma_paco_do_lumiar,Paço do Lumiar,True,,
MA,ma_codo,Codó,False,BaseUrl não funciona,
MA,ma_acailandia,Açailândia,True,,
MA,ma_bacabal,Bacabal,True,,
MA,ma_balsas,Balsas,True,,
MA,ma_santa_ines,Santa Inês,True,,
MA,ma_pinheiro,Pinheiro,True,,
MA,ma_barra_do_corda,Barra do Corda,True,,
MA,ma_chapadinha,Chapadinha,True,,
MA,ma_grajau,Grajaú,False,BaseUrl não funciona,
MA,ma_barreirinhas,Barreirinhas,False,BaseUrl não funciona,
MA,ma_itapecuru_mirim,Itapecuru-Mirim,True,,
MA,ma_coroata,Coroatá,True,,
MA,ma_santa_luzia,Santa Luzia,True,,
MA,ma_buriticupu,Buriticupu,True,,
MA,ma_tutoia,Tutóia,True,,
MA,ma_viana,Viana,True,,
MA,ma_sao_bento,São Bento,False,BaseUrl não funciona,
MA,ma_presidente_dutra,Presidente Dutra,True,,
MA,ma_lago_da_pedra,Lago da Pedra,True,,
MA,ma_vargem_grande,Vargem Grande,True,,
MA,ma_coelho_neto,Coelho Neto,True,,
MA,ma_santa_helena,Santa Helena,True,,
MA,ma_ze_doca,Zé Doca,True,,
MA,ma_colinas,Colinas,False,BaseUrl não funciona,
MA,ma_araioses,Araioses,True,,
MA,ma_sao_mateus_do_maranhao,São Mateus do Maranhão,True,,
MA,ma_rosario,Rosário,False,BaseUrl não funciona,
MA,ma_turiacu,Turiaçu,False,BaseUrl não funciona,
MA,ma_amarante_do_maranhao,Amarante do Maranhão,True,,
MA,ma_pedreiras,Pedreiras,True,,
MA,ma_santa_rita,Santa Rita,False,BaseUrl não funciona,
MA,ma_tuntum,Tuntum,True,,
MA,ma_brejo,Brejo,True,,
MA,ma_sao_domingos_do_maranhao,São Domingos do Maranhão,False,BaseUrl não funciona,
MA,ma_estreito,Estreito,True,,
MA,ma_bom_jardim,Bom Jardim,True,,
MA,ma_urbano_santos,Urbano Santos,True,,
MA,ma_penalva,Penalva,True,,
MA,ma_matoes,Matões,True,,
MA,ma_turilandia,Turilândia,True,,
MA,ma_cururupu,Cururupu,True,,
MA,ma_pindare_mirim,Pindaré-Mirim,True,,
MA,ma_parnarama,Parnarama,False,BaseUrl não funciona,
MA,ma_vitorino_freire,Vitorino Freire,True,,
MA,ma_raposa,Raposa,True,,
MA,ma_vitoria_do_mearim,Vitória do Mearim,True,,
MA,ma_buriti,Buriti,True,,
MA,ma_arari,Arari,True,,
MA,ma_bom_jesus_das_selvas,Bom Jesus das Selvas,True,,
MA,ma_moncao,Monção,True,,
MA,ma_sao_bernardo,São Bernardo,True,,
MA,ma_timbiras,Timbiras,False,BaseUrl não funciona,
MA,ma_alto_alegre_do_pindare,Alto Alegre do Pindaré,True,,
MA,ma_humberto_de_campos,Humberto de Campos,True,,
MA,ma_arame,Arame,True,,
RJ,rj_riodejaneiro,Rio de Janeiro,True,,
RJ,rj_saogoncalo,São Gonçalo,False,BaseUrl não funciona,
RJ,rj_duquedecaxias,Duque de Caxias,True,,
RJ,rj_novaiguacu,Nova Iguaçu,True,,
RJ,rj_camposdosgoytacazes,Campos dos Goytacazes,True,,
RJ,rj_belfordroxo,Belford Roxo,True,,
RJ,rj_niteroi,Niterói,True,,
RJ,rj_saojoaodemeriti,São João de Meriti,True,,
RJ,rj_petropolis,Petrópolis,True,,
RJ,rj_voltaredonda,Volta Redonda,True,,
RJ,rj_macae,Macaé,True,,
RJ,rj_mage,Magé,False,BaseUrl não funciona,
RJ,rj_itaborai,Itaboraí,True,,
RJ,rj_cabofrio,Cabo Frio,True,,
RJ,rj_marica,Maricá,True,,
RJ,rj_novafriburgo,Nova Friburgo,False,BaseUrl com IP BLOCK,
RJ,rj_barramansa,Barra Mansa,False,SpiderType não funciona como o esperado,
RJ,rj_angradosreis,Angra dos Reis,True,,
RJ,rj_mesquita,Mesquita,True,,
RJ,rj_teresopolis,Teresópolis,False,SpiderType não funciona como o esperado,
RJ,rj_riodasostras,Rio das Ostras,True,,
RJ,rj_nilopolis,Nilópolis,True,,
RJ,rj_queimados,Queimados,True,,
RJ,rj_araruama,Araruama,False,BaseUrl não funciona,
RJ,rj_resende,Resende,True,,
RJ,rj_itaguai,Itaguaí,True,,
RJ,rj_saopedrodaaldeia,São Pedro da Aldeia,True,,
RJ,rj_itaperuna,Itaperuna,True,,
RJ,rj_japeri,Japeri,False,Arquivo extraindo em formato estranho,
RJ,rj_barradopirai,Barra do Piraí,True,,
RJ,rj_saquarema,Saquarema,False,BaseUrl não funciona,
RJ,rj_seropedica,Seropédica,True,,
RJ,rj_tresrios,Três Rios,True,,
RJ,rj_valenca,Valença,True,,
RJ,rj_cachoeirasdemacacu,Cachoeiras de Macacu,False,BaseUrl não funciona,
RJ,rj_riobonito,Rio Bonito,True,,
RJ,rj_guapimirim,Guapimirim,True,,
RJ,rj_casimirodeabreu,Casimiro de Abreu,True,,
RJ,rj_paraty,Paraty,True,,
RJ,rj_saofranciscodeitabapoana,São Francisco de Itabapoana,True,,
RJ,rj_paraibadosul,Paraíba do Sul,False,Spider não está funcionando como deveria,
RJ,rj_paracambi,Paracambi,True,,
RJ,rj_santoantoniopadua,Santo Antônio de Pádua,False,BaseUrl não funciona,
RJ,rj_mangaratiba,Mangaratiba,True,,
RJ,rj_armacaodosbuzios,Armação dos Búzios,True,,
RJ,rj_saofidelis,São Fidélis,True,,
RJ,rj_saojoaodabarra,São João da Barra,True,,
RJ,rj_bomjesusdoitabapoana,Bom Jesus do Itabapoana,False,captcha challenge error,
RJ,rj_vassouras,Vassouras,True,,
RJ,rj_tangua,Tanguá,True,,
RJ,rj_arraialdocabo,Arraial do Cabo,True,,
RJ,rj_itatiaia,Itatiaia,True,,
RJ,rj_patydoalferes,Paty do Alferes,True,,
RJ,rj_bomjardim,Bom Jardim,True,,
RJ,rj_iguabagrande,Iguaba Grande,False,BaseUrl não funciona,
RJ,rj_miracema,Miracema,True,,
RJ,rj_miguelpereira,Miguel Pereira,True,,
RJ,rj_pirai,Piraí,False,BaseUrl não funciona,
ES,es_serra,Serra,True,,
ES,es_vila_velha,Vila Velha,False,Spider não ta funcionando,
ES,es_cariacica,Cariacica,False,Spider não ta funcionando,
ES,es_vitoria,Vitória,True,,
ES,es_cachoeiro_de_itapemirim,Cachoeiro de Itapemirim,True,,
ES,es_linhares,Linhares,True,,
ES,es_guarapari,Guarapari,True,,
ES,es_sao_mateus,São Mateus,True,,
ES,es_colatina,Colatina,True,,
ES,es_aracruz,Aracruz,True,,
ES,es_viana,Viana,True,,
ES,es_nova_venecia,Nova Venécia,True,,
ES,es_barra_de_sao_francisco,Barra de São Francisco,True,,
ES,es_marataizes,Marataízes,True,,
ES,es_santa_maria_de_jetiba,Santa Maria de Jetibá,True,,
ES,es_itapemirim,Itapemirim,False,BaseUrl não funciona,
ES,es_castelo,Castelo,True,,
ES,es_domingos_martins,Domingos Martins,True,,
ES,es_afonso_claudio,Afonso Cláudio,True,,
ES,es_baixo_guandu,Baixo Guandu,True,,
ES,es_anchieta,Anchieta,True,,
ES,es_guacui,Guaçuí,True,,
ES,es_alegre,Alegre,True,,
ES,es_jaguare,Jaguaré,True,,
ES,es_iuna,Iúna,True,,
ES,es_conceicao_da_barra,Conceição da Barra,True,,
ES,es_sooretama,Sooretama,True,,
ES,es_ibatiba,Ibatiba,True,,
AM,am_manaus,Manaus,False,SITE TEM UM RATE LIMIT MUITO BAIXO,
AM,am_itacoatiara,Itacoatiara,True,,
AM,am_manacapuru,Manacapuru,True,,
AM,am_parintins,Parintins,True,,
AM,am_tefe,Tefé,True,,
AM,am_coari,Coari,True,,
AM,am_tabatinga,Tabatinga,True,,
AM,am_maues,Maués,True,,
AM,am_iranduba,Iranduba,True,,
AM,am_humaita,Humaitá,True,,
AM,am_manicore,Manicoré,True,,
AM,am_sao_gabriel_da_cachoeira,São Gabriel da Cachoeira,True,,
AM,am_labrea,Lábrea,True,,
AM,am_autazes,Autazes,True,,
AM,am_benjamin_constant,Benjamin Constant,True,,
AM,am_boca_do_acre,Boca do Acre,True,,
AM,am_eirunepe,Eirunepé,True,,
AM,am_borba,Borba,True,,
AM,am_sao_paulo_de_olivenca,São Paulo de Olivença,True,,
AM,am_barreirinha,Barreirinha,True,,
AM,am_careiro,Careiro,True,,
AM,am_presidente_figueiredo,Presidente Figueiredo,True,,
AM,am_carauari,Carauari,True,,
AM,am_santo_antonio_do_ica,Santo Antônio do Içá,True,,
AM,am_nova_olinda_do_norte,Nova Olinda do Norte,True,,
AM,am_fonte_boa,Fonte Boa,True,,
RN,rn_natal,Natal,True,,
RN,rn_mossoro,Mossoró,True,,
RN,rn_parnamirim,Parnamirim,False,Spider não está funcionando como deveria,
RN,rn_sao_goncalo_do_amarante,São Gonçalo do Amarante,True,,
RN,rn_macaiba,Macaíba,True,,
RN,rn_ceara_mirim,Ceará-Mirim,True,,
RN,rn_extremoz,Extremoz,False,BaseUrl não funciona,
RN,rn_caico,Caicó,True,,
RN,rn_assu,Assu,True,,
RN,rn_sao_jose_de_mipibu,São José de Mipibu,True,,
RN,rn_currais_novos,Currais Novos,True,,
RN,rn_santa_cruz,Santa Cruz,True,,
RN,rn_apodi,Apodi,False,BaseUrl não funciona,
RN,rn_nova_cruz,Nova Cruz,True,,
RN,rn_joao_camara,João Câmara,True,,
RN,rn_touros,Touros,True,,
RN,rn_nisia_floresta,Nísia Floresta,True,,
RN,rn_pau_dos_ferros,Pau dos Ferros,True,,
RN,rn_canguaretama,Canguaretama,True,,
RN,rn_macau,Macau,True,,
RN,rn_barauna,Baraúna,True,,
RN,rn_goianinha,Goianinha,True,,
PB,pb_joao_pessoa,João Pessoa,True,,
PB,pb_campina_grande,Campina Grande,True,,
PB,pb_santa_rita,Santa Rita,True,,
PB,pb_patos,Patos,True,,
PB,pb_patos,Bayeux,True,,
PB,pb_sousa,Sousa,False,BaseUrl não funciona,
PB,pb_cabedelo,Cabedelo,True,,
PB,pb_cajazeiras,Cajazeiras,True,,
PB,pb_guarabira,Guarabira,True,,
PB,pb_sape,Sapé,True,,
PB,pb_queimadas,Queimadas,False,BaseUrl não funciona,
PB,pb_mamanguape,Mamanguape,True,,
PB,pb_pombal,Pombal,True,,
PB,pb_monteiro,Monteiro,True,,
PB,pb_sao_bento,São Bento,True,,
PB,pb_esperanca,Esperança,False,BaseUrl não funciona,
PB,pb_catole_do_rocha,Catolé do Rocha,True,,
PB,pb_pedras_de_fogo,Pedras de Fogo,True,,
PB,pb_lagoa_seca,Lagoa Seca,True,,
PB,pb_conde,Conde,True,,
PB,pb_solanea,Solânea,True,,
PB,pb_alagoa_grande,Alagoa Grande,True,,
PI,pi_teresina,Teresina,True,,
PI,pi_parnaiba,Parnaíba,True,,
PI,pi_picos,Picos,False,,
PI,pi_piripiri,Piripiri,False,,
PI,pi_floriano,Floriano,False,,
PI,pi_barras,Barras,False,,
PI,pi_altos,Altos,False,,
PI,pi_uniao,União,False,,
PI,pi_campo_maior,Campo Maior,False,,
PI,pi_jose_de_freitas,José de Freitas,False,,
PI,pi_esperantina,Esperantina,False,,
PI,pi_sao_raimundo_nonato,São Raimundo Nonato,False,,
PI,pi_oeiras,Oeiras,False,,
PI,pi_pedro_ii,Pedro II,False,,
PI,pi_miguel_alves,Miguel Alves,False,,
PI,pi_luis_correia,Luís Correia,False,,
PI,pi_piracuruca,Piracuruca,False,,
PI,pi_bom_jesus,Bom Jesus,False,,
PI,pi_cocal,Cocal,False,,
PI,pi_corrente,Corrente,False,,
PI,pi_batalha,Batalha,False,,
PI,,,,,
PI,,,,,
PI,,,,,
PI,,,,,
MS,ms_campo_grande,Campo Grande,True,,
MS,ms_dourados,Dourados,True,,
MS,ms_tres_lagoas,Três Lagoas,True,,
MS,ms_corumba,Corumbá,True,,
MS,ms_ponta_pora,Ponta Porã,True,,
MS,ms_navirai,Naviraí,True,,
MS,ms_nova_andradina,Nova Andradina,True,,
MS,ms_sidrolandia,Sidrolândia,True,,
MS,ms_aquidauana,Aquidauana,False,BaseUrl não funciona,
MS,ms_maracaju,Maracaju,True,,
MS,ms_paranaiba,Paranaíba,True,,
MS,ms_amambai,Amambai,True,,
MS,ms_rio_brilhante,Rio Brilhante,True,,
MS,ms_coxim,Coxim,True,,
MS,ms_chapadao_do_sul,Chapadão do Sul,False,BaseUrl não funciona,
MS,ms_caarapo,Caarapó,True,,
MS,ms_sao_gabriel_do_oeste,São Gabriel do Oeste,True,,
MS,ms_ivinhema,Ivinhema,True,,
MS,ms_aparecida_do_taboado,Aparecida do Taboado,True,,
MS,ms_costa_rica,Costa Rica,True,,
MS,ms_miranda,Miranda,False,BaseUrl não funciona,
MS,,,,,
MS,,,,,
MS,,,,,
MS,,,,,
AL,al_maceio,Maceió,True,,
AL,al_arapiraca,Arapiraca,True,,
AL,al_rio_largo,Rio Largo,True,,
AL,al_palmeira_dos_indios,Palmeira dos Índios,False,BaseUrl não funciona,
AL,al_marechal_deodoro,Marechal Deodoro,True,,
AL,al_uniao_dos_palmares,União dos Palmares,True,,
AL,al_penedo,Penedo,False,BaseUrl não funciona,
AL,al_sao_miguel_dos_campos,São Miguel dos Campos,False,BaseUrl não funciona,
AL,al_delmiro_gouveia,Delmiro Gouveia,True,,
AL,al_coruripe,Coruripe,False,BaseUrl não funciona,
AL,al_santana_do_ipanema,Santana do Ipanema,True,,
AL,al_teotonio_vilela,Teotônio Vilela,True,,
AL,al_atalaia,Atalaia,True,,
AL,al_girau_do_ponciano,Girau do Ponciano,False,BaseUrl não funciona,
AL,al_pilar,Pilar,True,,
AL,al_maragogi,Maragogi,True,,
AL,al_campo_alegre,Campo Alegre,True,,
AL,al_sao_sebastiao,São Sebastião,True,,
AL,al_sao_luis_do_quitunde,São Luís do Quitunde,True,,
AL,al_sao_jose_da_tapera,São José da Tapera,True,,
AL,al_craibas,Craíbas,True,,
SE,se_aracaju,Aracaju,True,,
SE,se_nossa_senhora_do_socorro,Nossa Senhora do Socorro,True,,
SE,se_itabaiana,Itabaiana,True,,
SE,se_lagarto,Lagarto,True,,
SE,se_sao_cristovao,São Cristóvão,False,Spider não ta funcionando,
SE,se_estancia,Estância,True,,
SE,se_tobias_barreto,Tobias Barreto,True,,
SE,se_simao_dias,Simão Dias,True,,
SE,se_barra_dos_coqueiros,Barra dos Coqueiros,True,,
SE,se_nossa_senhora_da_gloria,Nossa Senhora da Glória,True,,
SE,se_itabaianinha,Itabaianinha,False,Spider não ta funcionando - 3tcnos redireciona para um drive vazio,
SE,se_itaporanga_dajuda,Itaporanga d'Ajuda,False,Spider não ta funcionando - 3tcnos redireciona para um drive vazio,
SE,se_poco_redondo,Poço Redondo,True,,
SE,se_capela,Capela,False,Spider não ta funcionando - 3tcnos redireciona para um drive vazio,
SE,se_caninde_de_sao_francisco,Canindé de São Francisco,False,Spider não ta funcionando - 3tcnos redireciona para um drive vazio,
SE,se_propria,Propriá,False,Spider não ta funcionando - 3tcnos redireciona para um drive vazio,
SE,se_porto_da_folha,Porto da Folha,False,Spider não ta funcionando - 3tcnos redireciona para um drive vazio,
RO,ro_porto_velho,Porto Velho,True,,
RO,ro_ji_parana,Ji-Paraná,True,,
RO,ro_ariquemes,Ariquemes,True,,
RO,ro_vilhena,Vilhena,False,BaseUrl não funciona,
RO,ro_cacoal,Cacoal,True,,
RO,ro_rolim_de_moura,Rolim de Moura,True,,
RO,ro_jaru,Jaru,False,BaseUrl não funciona,
RO,ro_guajara_mirim,Guajará-Mirim,True,,
RO,ro_pimenta_bueno,Pimenta Bueno,False,BaseUrl não funciona,
RO,ro_ouro_preto_do_oeste,Ouro Preto do Oeste,True,,
RO,ro_machadinho_do_oeste,Machadinho d'Oeste,True,,
RO,ro_espigao_do_oeste,Espigão d'Oeste,False,BaseUrl não funciona,
RO,ro_buritis,Buritis,True,,
RO,ro_nova_mamore,Nova Mamoré,True,,
TO,to_palmas,Palmas,True,,
TO,to_araguaina,Araguaína,True,,
TO,to_gurupi,Gurupi,True,,
TO,to_porto_nacional,Porto Nacional,True,,
TO,to_paraiso_do_tocantins,Paraíso do Tocantins,True,,
TO,to_colinas_do_tocantins,Colinas do Tocantins,False,BaseUrl não funciona,
TO,to_araguatins,Araguatins,True,,
AC,ac_rio_branco,Rio Branco,True,,
AC,ac_cruzeiro_do_sul,Cruzeiro do Sul,True,,
AC,ac_tarauaca,Tarauacá,True,,
AC,ac_sena_madureira,Sena Madureira,True,,
AC,ac_feijo,Feijó,True,,
AC,ac_brasileia,Brasiléia,True,,
AP,ap_macapa,Macapá,True,,
AP,ap_santana,Santana,True,,
AP,ap_laranjal_do_jari,Laranjal do Jari,True,,
AP,ap_oiapoque,Oiapoque,False,BaseUrl não funciona,
RR,rr_boa_vista,Boa Vista,True,,
RR,rr_rorainopolis,Rorainópolis,True,,
DF,df_brasilia,Brasília,True,,
